data,time,cases,deaths,tests,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90+,male,female
2020-08-31,03:00 PM,218,12,12025,11,32,28,34,33,39,18,13,4,1,95,118
2020-09-01,03:00 PM,218,12,12078,11,32,28,34,33,39,18,13,4,1,95,118
2020-09-02,03:00 PM,222,12,12145,11,32,28,36,34,39,19,13,4,1,95,122
2020-09-03,03:00 PM,224,12,12228,11,32,29,36,35,39,19,13,4,1,97,122
2020-09-04,03:00 PM,227,12,12347,12,32,29,38,35,39,19,13,4,1,99,123
2020-09-05,03:00 PM,227,12,12463,12,32,29,38,35,39,19,13,4,1,99,123
2020-09-06,03:00 PM,227,12,12715,12,32,29,38,35,39,19,13,4,1,99,123
2020-09-07,03:00 PM,227,12,12794,12,32,29,38,35,39,19,13,4,1,99,123
2020-09-08,03:00 PM,228,12,12856,12,32,29,38,36,39,19,13,4,1,99,124
2020-09-09,03:00 PM,228,12,12896,12,32,29,38,36,39,19,13,4,1,99,124
2020-09-10,03:00 PM,229,12,12981,12,33,29,38,36,39,19,13,4,1,99,125
2020-09-11,03:00 PM,229,12,13070,12,33,29,38,36,39,19,13,4,1,99,125
2020-09-12,03:00 PM,231,12,13160,12,33,29,40,36,39,19,13,4,1,100,125
2020-09-13,03:00 PM,238,12,13294,14,36,29,40,37,40,19,13,4,1,102,130
2020-09-14,03:00 PM,238,12,13354,14,36,29,40,37,40,19,13,4,1,102,130
2020-09-15,03:00 PM,240,12,13405,14,36,29,41,37,40,19,14,4,1,103,131
2020-09-16,03:00 PM,241,13,13532,14,37,29,41,37,40,19,14,4,1,104,131
2020-09-17,03:00 PM,241,13,13558,14,37,29,41,37,40,19,14,4,1,104,131
2020-09-18,03:00 PM,243,13,13671,14,37,29,41,38,40,19,15,4,1,106,131
2020-09-19,03:00 PM,245,13,13779,14,37,31,41,38,40,19,15,4,1,108,131
2020-09-20,03:00 PM,247,13,14267,14,38,31,42,39,42,19,16,4,1,112,133
2020-09-21,03:00 PM,247,13,14267,14,38,31,42,39,42,19,16,4,1,112,133
2020-09-22,03:00 PM,248,13,14345,14,38,31,42,39,42,19,16,4,1,112,133
2020-09-23,03:00 PM,247,13,14473,14,38,31,42,39,42,19,16,4,1,112,133
